MSNO,total_dur,PostalCode
41257,960.0,760162
41257,960.0,760162
41257,960.0,760162
41272,2880.0,762510
41272,2880.0,762510
41272,2880.0,762510
41272,2880.0,762510
41272,2880.0,762510
41276,120.0,762513
41277,390.0,763513
41277,390.0,763513
41281,180.0,760635
41284,60.0,760641
41285,690.0,760642
41285,690.0,760642
41285,690.0,760642
41285,690.0,760642
41287,360.0,760644
41287,360.0,760644
41287,360.0,760644
41287,360.0,760644
41287,360.0,760644
41288,240.0,760718
41296,4860.0,760865
41296,4860.0,760865
41300,1440.0,650228
41301,180.0,650228
41306,2700.0,650231
41306,2700.0,650231
41308,180.0,650236
41308,180.0,650236
41314,960.0,650210
41314,960.0,650210
41314,960.0,650210
41317,150.0,650216
41317,150.0,650216
41329,540.0,650331
41334,240.0,650509
41334,240.0,650509
41334,240.0,650509
41334,240.0,650509
41350,450.0,652451
41350,450.0,652451
41350,450.0,652451
41352,4200.0,650403
41352,4200.0,650403
41353,12000.0,650406
41353,12000.0,650406
41353,12000.0,650406
41353,12000.0,650406
41353,12000.0,650406
41360,150.0,652449
41360,150.0,652449
41363,120.0,651468
41365,60.0,670234
41366,7200.0,670239
41372,240.0,670401
41372,240.0,670401
41372,240.0,670401
41373,11130.0,670407
41373,11130.0,670407
41376,780.0,672442
41376,780.0,672442
41384,5760.0,670511
41393,2160.0,670126
41396,2340.0,670142
41396,2340.0,670142
41398,240.0,670150
41399,360.0,670201
41399,360.0,670201
41399,360.0,670201
41401,480.0,670211
41418,210.0,670629
41418,210.0,670629
41420,9000.0,670630
41423,720.0,673633
41423,720.0,673633
41423,720.0,673633
41425,300.0,672635
41427,90.0,684808
41427,90.0,684808
41432,360.0,683297
41432,360.0,683297
41436,660.0,680413
41436,660.0,680413
41436,660.0,680413
41436,660.0,680413
41437,900.0,680473
41437,900.0,680473
41437,900.0,680473
41438,360.0,680307
41438,360.0,680307
41449,2400.0,680485
41455,6240.0,681810
41464,7200.0,680670
41487,600.0,680606
41487,600.0,680606
41487,600.0,680606
41525,6240.0,120371
41526,480.0,120342
41549,2880.0,600111
41550,240.0,600206
41550,240.0,600206
41552,2940.0,600216
41553,5760.0,600218
41554,40.0,601219
41559,810.0,600241
41559,810.0,600241
41564,6240.0,600306
41565,120.0,600306
41567,540.0,600307
41567,540.0,600307
41567,540.0,600307
41567,540.0,600307
41567,540.0,600307
41569,360.0,600308
41569,360.0,600308
41577,1530.0,600043
41577,1530.0,600043
41584,120.0,642216
41587,9360.0,642180
41590,540.0,640205
41593,3120.0,640263
41594,1680.0,640208
41594,1680.0,640208
41598,360.0,614140
41604,4500.0,640438
41604,4500.0,640438
41612,240.0,642679
41622,1800.0,640474
41623,1440.0,640481
41625,720.0,640413
41633,60.0,640522
41637,60.0,640534
41646,120.0,642661
41650,180.0,641665
41650,180.0,641665
41650,180.0,641665
41650,180.0,641665
41651,480.0,641668
41651,480.0,641668
41651,480.0,641668
41655,6000.0,640626
41656,480.0,640629
41656,480.0,640629
41656,480.0,640629
41657,1200.0,640632
41657,1200.0,640632
41665,960.0,641671
41665,960.0,641671
41665,960.0,641671
41665,960.0,641671
41665,960.0,641671
41667,1440.0,640704
41671,180.0,640745
41673,180.0,640766
41673,180.0,640766
41673,180.0,640766
41673,180.0,640766
41673,180.0,640766
41694,2880.0,610323
41700,360.0,610184
49002,60.0,822405
49003,8400.0,821406
49010,1200.0,822409
49011,600.0,823409
49011,600.0,823409
49011,600.0,823409
49012,360.0,824409
49012,360.0,824409
4001701,2880.0,090115
4001901,570.0,080012
4001901,570.0,080012
4002701,9450.0,101109
4002701,9450.0,101109
4002701,9450.0,101109
4002701,9450.0,101109
4002901,60.0,080005
4007101,1800.0,090017
4007101,1800.0,090017
4007601,480.0,100054
4007601,480.0,100054
4007901,3600.0,100076
4008001,150.0,100086
4008001,150.0,100086
4008001,150.0,100086
4008001,150.0,100086
4008101,4320.0,090030
4008101,4320.0,090030
4008202,4320.0,090030
4008301,1200.0,090030
4008301,1200.0,090030
4008401,600.0,090040
4008401,600.0,090040
4008401,600.0,090040
4008901,2880.0,570147
4009001,360.0,570150
4009001,360.0,570150
4009001,360.0,570150
4009201,720.0,570102
4009301,60.0,570112
4009401,2760.0,570130
4009401,2760.0,570130
4009901,480.0,570170
4010001,12240.0,570172
4010001,12240.0,570172
4010601,1200.0,570201
4010601,1200.0,570201
4010601,1200.0,570201
4010701,150.0,570227
4010701,150.0,570227
4010801,960.0,570266
4011101,600.0,570290
4011101,600.0,570290
4011401,1440.0,570449
4011501,900.0,570453
4011501,900.0,570453
4012001,6000.0,590003
4012101,4320.0,590007
4012101,4320.0,590007
4012101,4320.0,590007
4012201,8640.0,380102
4012601,720.0,390052
4012701,1080.0,370034
4012901,720.0,370039
4013201,13650.0,370057
4013201,13650.0,370057
4013301,1560.0,370060
4013501,1500.0,371082
4013501,1500.0,371082
4014001,1440.0,400023
4014101,1800.0,400024
4014101,1800.0,400024
4014101,1800.0,400024
4014201,2040.0,400024
4014201,2040.0,400024
4014301,13200.0,400411
4014301,13200.0,400411
4014501,1470.0,404002
4014501,1470.0,404002
4014901,2400.0,390049
4014901,2400.0,390049
4014901,2400.0,390049
4014901,2400.0,390049
4015701,540.0,381043
4015801,1200.0,380044
4016101,720.0,400301
4016101,720.0,400301
4016101,720.0,400301
4016101,720.0,400301
4017101,555.0,210038
4017101,555.0,210038
4017401,960.0,210012
4017401,960.0,210012
4017701,6240.0,330056
4018501,900.0,330064
4018501,900.0,330064
4019001,240.0,324108
4019101,300.0,322113
4019301,3000.0,324113
4020401,360.0,321021
4020501,900.0,321021
4020601,120.0,321105
4021301,240.0,440030
4021401,2880.0,440032
4021401,2880.0,440032
4021901,300.0,440012
4022101,2880.0,440015
4022201,180.0,440019
4022201,180.0,440019
4022201,180.0,440019
4022201,180.0,440019
4022201,180.0,440019
4022401,1080.0,440055
4022601,180.0,321016
4022601,180.0,321016
4022601,180.0,321016
4023201,18000.0,320082
4023401,240.0,320099
4024201,120.0,050004
4024201,120.0,050004
4024201,120.0,050004
4024201,120.0,050004
4024201,120.0,050004
4024401,2160.0,082002
4029801,2400.0,180264
4029801,2400.0,180264
4029801,2400.0,180264
4029901,120.0,341115
4029901,120.0,341115
4029901,120.0,341115
4029901,120.0,341115
4029901,120.0,341115
4030201,480.0,342105
4031101,2400.0,310107
4031101,2400.0,310107
4031101,2400.0,310107
4032501,720.0,310152
4032601,180.0,310097
4032601,180.0,310097
4032601,180.0,310097
4032601,180.0,310097
4032901,120.0,310066
4033001,480.0,312082
4033001,480.0,312082
4033001,480.0,312082
4033001,480.0,312082
4033001,480.0,312082
4033701,60.0,310059
4034301,240.0,310007
4034301,240.0,310007
4034301,240.0,310007
4034301,240.0,310007
4034301,240.0,310007
4034601,2100.0,310214
4034601,2100.0,310214
4035001,4800.0,310230
4035201,2460.0,310231
4035201,2460.0,310231
4035401,300.0,310234
4035401,300.0,310234
4035501,240.0,350102
4035601,360.0,350108
4035801,450.0,350121
4035901,240.0,350122
4035901,240.0,350122
4035901,240.0,350122
4035901,240.0,350122
4036001,810.0,350140
4036001,810.0,350140
4036001,810.0,350140
4036001,810.0,350140
4036101,180.0,310177
4036201,600.0,310185
4036201,600.0,310185
4036201,600.0,310185
4036201,600.0,310185
4036201,600.0,310185
4036401,120.0,313079
4036401,120.0,313079
4036801,240.0,310199
4036901,1440.0,310201
4036901,1440.0,310201
4036901,1440.0,310201
4036901,1440.0,310201
4037101,2250.0,360005
4037201,1200.0,460423
4037201,1200.0,460423
4037301,84000.0,460519
4037501,1080.0,460133
4037601,180.0,460136
4038501,1500.0,460181
4038501,1500.0,460181
4038601,1440.0,460182
4038701,2700.0,460182
4038701,2700.0,460182
4039601,900.0,460420
4039601,900.0,460420
4039901,135.0,460503
4039901,135.0,460503
4040001,6480.0,460504
4040301,480.0,460525
4040301,480.0,460525
4040401,1440.0,460530
4040501,6450.0,460534
4040501,6450.0,460534
4040601,2520.0,460534
4040801,1440.0,460544
4040801,1440.0,460544
4040801,1440.0,460544
4040902,540.0,460544
4041202,1920.0,460554
4041202,1920.0,460554
4041202,1920.0,460554
4041401,69000.0,460556
4041401,69000.0,460556
4043001,360.0,470607
4043001,360.0,470607
4043101,240.0,470610
4045701,2880.0,461023
4045701,2880.0,461023
4045801,870.0,460025
4045801,870.0,460025
4046001,660.0,463807
4046001,660.0,463807
4046101,480.0,410653
4046101,480.0,410653
4046201,1320.0,410656
4046201,1320.0,410656
4046301,720.0,410658
4046401,300.0,410660
4046601,60.0,464029
4047501,2160.0,510640
4048001,5760.0,510234
4048601,60.0,510447
4049401,60.0,510126
4049501,1500.0,510128
4049601,540.0,510135
4049801,1560.0,510103
4050201,6000.0,510230
4051601,600.0,510776
4052001,2520.0,521167
4052001,2520.0,521167
4052401,3120.0,520124
4052702,240.0,520146
4052801,4650.0,520228
4052801,4650.0,520228
4052901,1440.0,520228
4053401,5760.0,520804
4053501,720.0,520810
4053601,60.0,520907
4053701,720.0,520909
4054301,300.0,520487
4054301,300.0,520487
4054701,1440.0,521524
4054701,1440.0,521524
4054701,1440.0,521524
4054701,1440.0,521524
4054701,1440.0,521524
4055001,120.0,523609
4055201,1200.0,521101
4055301,360.0,520103
4055301,360.0,520103
4055501,1440.0,521112
4055701,120.0,521139
4055801,240.0,521156
4056001,240.0,521161
4056301,8640.0,521165
4056501,8640.0,520236
4057701,60.0,520215
4058401,9360.0,520358
4058801,600.0,520424
4059001,1200.0,520431
4059101,1800.0,520432
4059101,1800.0,520432
4059501,6240.0,526450
4059601,120.0,520459
4059901,2400.0,525494
4060001,3120.0,524495
4060101,4320.0,521489
4060201,1200.0,528494
4060201,1200.0,528494
4060401,2340.0,526497
4060501,240.0,523498
4060701,360.0,524605
4060701,360.0,524605
4060901,360.0,520709
4060901,360.0,520709
4061301,180.0,520742
4061301,180.0,520742
4061401,540.0,520742
4061401,540.0,520742
4062001,180.0,520898
4062001,180.0,520898
4062301,60.0,522842
4062701,4320.0,522874
4062801,450.0,523874
4063101,1800.0,520921
4063101,1800.0,520921
4063201,1200.0,520921
4063201,1200.0,520921
4063301,120.0,520926
4063401,12720.0,520928
4063401,12720.0,520928
4063501,90.0,520933
4063601,960.0,520935
4063601,960.0,520935
4063701,240.0,560218
4063801,330.0,560218
4063801,330.0,560218
4063901,900.0,560221
4063901,900.0,560221
4063901,900.0,560221
4063901,900.0,560221
4063901,900.0,560221
4064901,180.0,560333
4064901,180.0,560333
4065001,1200.0,560335
4065001,1200.0,560335
4065001,1200.0,560335
4065001,1200.0,560335
4065001,1200.0,560335
4065101,540.0,560405
4065101,540.0,560405
4065101,540.0,560405
4065101,540.0,560405
4065701,600.0,560462
4065701,600.0,560462
4065701,600.0,560462
4065701,600.0,560462
4066901,900.0,560129
4066901,900.0,560129
4066901,900.0,560129
4067001,450.0,560129
4067001,450.0,560129
4067101,2880.0,560130
4067201,240.0,560229
4067201,240.0,560229
4067201,240.0,560229
4067401,1200.0,560233
4067401,1200.0,560233
4067601,1200.0,560244
4067701,420.0,560245
4067701,420.0,560245
4067801,360.0,560302
4067901,120.0,560314
4067901,120.0,560314
4067901,120.0,560314
4068101,150.0,560329
4068701,180.0,560110
4068701,180.0,560110
4068701,180.0,560110
4069001,900.0,560156
4069401,150.0,560626
4069401,150.0,560626
4069401,150.0,560626
4069801,6240.0,560150
4069901,120.0,560153
4069901,120.0,560153
4069901,120.0,560153
4069901,120.0,560153
4069901,120.0,560153
4071101,600.0,561228
4071201,720.0,562228
4071201,720.0,562228
4071301,720.0,560352
4071601,330.0,533978
4071601,330.0,533978
4071701,240.0,537981
4071801,420.0,537981
4071801,420.0,537981
4071901,450.0,531986
4071901,450.0,531986
4071901,450.0,531986
4071901,450.0,531986
4072001,3360.0,532986
4072301,4320.0,531996
4072501,360.0,530581
4072601,570.0,531994
4072601,570.0,531994
4072701,480.0,530108
4072701,480.0,530108
4072701,480.0,530108
4073202,60.0,530170
4073301,360.0,531174
4073501,240.0,530420
4073501,240.0,530420
4073501,240.0,530420
4073601,1080.0,530420
4073901,2700.0,530018
4073901,2700.0,530018
4073901,2700.0,530018
4073901,2700.0,530018
4074201,6720.0,530253
4074602,1800.0,530605
4074701,3120.0,530661
4074701,3120.0,530661
4074701,3120.0,530661
4074901,11520.0,530667
4074901,11520.0,530667
4075301,240.0,530304
4075601,60.0,530310
4075601,60.0,530310
4075601,60.0,530310
4075601,60.0,530310
4076301,360.0,530442
4076301,360.0,530442
4076301,360.0,530442
4076301,360.0,530442
4076301,360.0,530442
4076501,3600.0,530468
4076701,480.0,530631
4076801,120.0,530633
4076901,5400.0,530634
4077001,5040.0,530643
4077001,5040.0,530643
4077001,5040.0,530643
4077501,1920.0,530850
4077501,1920.0,530850
4077501,1920.0,530850
4077601,720.0,530156
4077601,720.0,530156
4077601,720.0,530156
4077701,810.0,530159
4077701,810.0,530159
4077701,810.0,530159
4077701,810.0,530159
4077901,600.0,530241
4077901,600.0,530241
4077901,600.0,530241
4078101,3000.0,530548
4078201,120.0,530566
4078401,240.0,530537
4078501,720.0,533698
4078501,720.0,533698
4078601,480.0,531699
4078601,480.0,531699
4078701,120.0,530697
4078701,120.0,530697
4078701,120.0,530697
4078801,360.0,531698
4078801,360.0,531698
4078801,360.0,531698
4079201,300.0,530925
4080201,6720.0,530135
4082001,180.0,822669
4082001,180.0,822669
4082001,180.0,822669
4082001,180.0,822669
4082001,180.0,822669
4082201,60.0,822673
4082201,60.0,822673
4082201,60.0,822673
4082201,60.0,822673
4082201,60.0,822673
4082601,300.0,822408
4083001,2160.0,822166
4083601,240.0,823622
4083701,1800.0,820643
4084101,360.0,821635
4085001,480.0,823101
4085001,480.0,823101
4085201,1200.0,824102
4085501,750.0,821173
4085501,750.0,821173
4085601,3060.0,823173
4085601,3060.0,823173
4085701,4200.0,821197
4085701,4200.0,821197
4085801,240.0,821202
4085901,240.0,821204
4085901,240.0,821204
4086701,4800.0,823288
4086701,4800.0,823288
4093301,120.0,543277
4093504,180.0,542250
4094601,240.0,540238
4094601,240.0,540238
4094703,180.0,791403
4095501,180.0,791467
4095601,600.0,792467
4097301,1200.0,542163
4097402,60.0,542180
4097601,660.0,542183
4097601,660.0,542183
4098201,240.0,541189
4098303,2160.0,541191
4099601,240.0,793469
4099601,240.0,793469
4099901,70.0,531007
4099901,70.0,531007
4099901,70.0,531007
4099901,70.0,531007
4100101,240.0,551234
4100101,240.0,551234
4100101,240.0,551234
4102201,1440.0,550123
4102301,480.0,550143
4102301,480.0,550143
4102501,10080.0,550157
4102501,10080.0,550157
4103101,1380.0,550535
4103101,1380.0,550535
4103101,1380.0,550535
4103101,1380.0,550535
4103302,120.0,550539
4103501,300.0,550541
4103901,1500.0,752357
4103901,1500.0,752357
4103901,1500.0,752357
4104001,720.0,753359
4104701,360.0,751503
4105101,120.0,752106
4105201,4320.0,752107
4105401,600.0,751126
4105501,240.0,753126
4105501,240.0,753126
4106301,720.0,750327
4106401,120.0,752362
4106501,480.0,753363
4106901,45.0,750413
4106901,45.0,750413
4107701,1890.0,754501
4107701,1890.0,754501
4107701,1890.0,754501
4107701,1890.0,754501
4107801,540.0,753507
4107801,540.0,753507
4107801,540.0,753507
4107801,540.0,753507
4107801,540.0,753507
4111001,600.0,730721
4111001,600.0,730721
4111201,510.0,730729
4111201,510.0,730729
4111601,1260.0,730743
4111601,1260.0,730743
4112201,120.0,735787
4112501,780.0,730508
4112501,780.0,730508
4113001,240.0,730539
4113401,540.0,730575
4114401,360.0,731893
4114401,360.0,731893
4114501,900.0,730898
4114801,180.0,730557
4116001,120.0,731686
4116201,180.0,732689
4116701,1080.0,730649
4116901,150.0,730668
4116901,150.0,730668
4117001,600.0,732784
4117101,7200.0,731785
4119301,180.0,761347
4119301,180.0,761347
4119701,360.0,760425
4119901,180.0,760440
4120601,180.0,763509
4120601,180.0,763509
4120601,180.0,763509
4120601,180.0,763509
4120601,180.0,763509
4120701,240.0,760657
4120801,360.0,760657
4120801,360.0,760657
4121002,120.0,763672
4121002,120.0,763672
4121002,120.0,763672
4122201,350.0,760285
4122201,350.0,760285
4122901,480.0,761316
4122901,480.0,761316
4122901,480.0,761316
4123601,180.0,760107
4123601,180.0,760107
4123701,300.0,760113
4123801,360.0,760113
4123801,360.0,760113
4123801,360.0,760113
4124201,390.0,760257
4124201,390.0,760257
4124201,390.0,760257
4124201,390.0,760257
4124501,300.0,760353
4124501,300.0,760353
4125101,1530.0,760130
4125101,1530.0,760130
4125601,570.0,760153
4125601,570.0,760153
4125601,570.0,760153
4125601,570.0,760153
4125901,960.0,760227
4125901,960.0,760227
4125901,960.0,760227
4125901,960.0,760227
4125901,960.0,760227
4126401,720.0,762269
4126601,60.0,760275
4126801,240.0,764333
4126801,240.0,764333
4126801,240.0,764333
4127901,255.0,760627
4127901,255.0,760627
4128001,240.0,760633
4128001,240.0,760633
4128001,240.0,760633
4128001,240.0,760633
4128301,360.0,760639
4128301,360.0,760639
4128301,360.0,760639
4128301,360.0,760639
4128301,360.0,760639
4128901,600.0,760726
4128901,600.0,760726
4129001,900.0,760727
4129701,720.0,760870
4129701,720.0,760870
4129701,720.0,760870
4129801,450.0,650121
4129801,450.0,650121
4130201,1080.0,650625
4130201,1080.0,650625
4130201,1080.0,650625
4130301,360.0,650280
4130301,360.0,650280
4130301,360.0,650280
4130501,600.0,650264
4130701,240.0,650236
4130901,180.0,650247
4131201,240.0,650207
4131301,1620.0,650209
4131301,1620.0,650209
4131301,1620.0,650209
4131301,1620.0,650209
4131501,120.0,651210
4131501,120.0,651210
4131501,120.0,651210
4131801,420.0,651293
4131801,420.0,651293
4131901,1200.0,651293
4132201,540.0,652290
4132201,540.0,652290
4132501,360.0,654289
4132601,120.0,654289
4132801,720.0,650367
4132801,720.0,650367
4132801,720.0,650367
4133001,16500.0,650338
4133101,4800.0,650350
4133701,450.0,650410
4133701,450.0,650410
4134001,90.0,650385
4134001,90.0,650385
4134001,90.0,650385
4134501,1350.0,650112
4134701,2700.0,650138
4134701,2700.0,650138
4134701,2700.0,650138
4134701,2700.0,650138
4134701,2700.0,650138
4134801,480.0,650148
4135101,210.0,650403
4135101,210.0,650403
4135101,210.0,650403
4135101,210.0,650403
4135801,1000.0,651447
4136901,60.0,670609
4137101,120.0,670611
4138101,630.0,670164
4138101,630.0,670164
4141201,840.0,670485
4141201,840.0,670485
4141201,840.0,670485
4141201,840.0,670485
4141201,840.0,670485
4141402,2640.0,670605
4141402,2640.0,670605
4141402,2640.0,670605
4142201,90.0,670631
4142201,90.0,670631
4142601,120.0,680202
4142601,120.0,680202
4142601,120.0,680202
4142601,120.0,680202
4142601,120.0,680202
4143001,240.0,682818
4143101,720.0,682296
4144201,600.0,680431
4144201,600.0,680431
4144201,600.0,680431
4144301,360.0,680434
4144301,360.0,680434
4144301,360.0,680434
4144301,360.0,680434
4144301,360.0,680434
4144401,1800.0,680438
4144401,1800.0,680438
4144401,1800.0,680438
4144801,480.0,680484
4144801,480.0,680484
4144801,480.0,680484
4145201,120.0,684488
4145201,120.0,684488
4145301,600.0,684488
4145301,600.0,684488
4145301,600.0,684488
4145301,600.0,684488
4145301,600.0,684488
4145401,720.0,683490
4145601,240.0,681810
4145701,1560.0,682811
4145801,120.0,680208
4145801,120.0,680208
4145801,120.0,680208
4145801,120.0,680208
4145801,120.0,680208
4145901,240.0,680220
4145901,240.0,680220
4145901,240.0,680220
4146101,15600.0,680663
4146201,60.0,680664
4146601,240.0,680677
4146701,240.0,680680
4147201,720.0,680342
4147201,720.0,680342
4147701,540.0,680618
4147801,210.0,680619
4147801,210.0,680619
4148101,360.0,680550
4148101,360.0,680550
4148101,360.0,680550
4148101,360.0,680550
4148101,360.0,680550
4148801,360.0,680609
4149101,180.0,680163
4149301,720.0,682801
4149501,60.0,680005
4149701,2400.0,680110
4149801,240.0,680115
4149901,120.0,680118
4150001,40.0,680013
4150101,480.0,680134
4150501,1560.0,120421
4151001,600.0,120356
4151001,600.0,120356
4151001,600.0,120356
4151101,720.0,120364
4151201,1320.0,120429
4151201,1320.0,120429
4151401,120.0,121441
4151601,1080.0,122445
4151601,1080.0,122445
4151701,3300.0,120460
4151701,3300.0,120460
4151801,450.0,120462
4151801,450.0,120462
4151801,450.0,120462
4152001,120.0,120306
4152201,360.0,121311
4152201,360.0,121311
4152201,360.0,121311
4152701,240.0,120346
4152701,240.0,120346
4152801,180.0,120377
4153101,540.0,120206
4153101,540.0,120206
4153101,540.0,120206
4153101,540.0,120206
4153201,360.0,121208
4153401,120.0,120601
4153501,1080.0,120604
4153501,1080.0,120604
4153701,1800.0,120707
4153701,1800.0,120707
4153701,1800.0,120707
4154001,1050.0,120730
4154001,1050.0,120730
4154501,12000.0,601318
4154601,12000.0,600331
4154701,180.0,600331
4154701,180.0,600331
4154701,180.0,600331
4155601,1440.0,600228
4156001,5400.0,600246
4156301,180.0,600304
4156601,2700.0,600306
4156601,2700.0,600306
4157001,4680.0,600372
4157101,14600.0,600374
4157201,240.0,600415
4157301,840.0,600021
4157901,360.0,600280
4158001,240.0,600284
4158501,2880.0,641217
