MSNO,total_dur,PostalCode,lat,long,address
40957,840.0,792470,1.39687117865647,103.879859508141,470B FERNVALE LINK FERNVALE RIVERGROVE SINGAPORE 792470
40960,240.0,792410,1.38978938889476,103.876096713603,410B FERNVALE ROAD CORAL SPRING SINGAPORE 792410
40966,240.0,793446,1.39228448797032,103.873579578496,446C JALAN KAYU FERNVALE LODGE SINGAPORE 793446
40968,720.0,540153,1.39134013970454,103.906579847889,153 RIVERVALE CRESCENT MY FIRST SKOOL SINGAPORE 540153
40970,240.0,543158,1.38818825958938,103.907145829717,158C RIVERVALE CRESCENT RIVERVALE VIEW SINGAPORE 543158
40972,240.0,541163,1.38955889926807,103.908816898252,163A RIVERVALE CRESCENT RIVERVALE DELTA SINGAPORE 541163
40986,720.0,540114,1.38409456683002,103.901075631499,114 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540114
40987,360.0,540114,1.38409456683002,103.901075631499,114 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540114
40995,540.0,792452,1.39359219975011,103.873975642578,452B SENGKANG WEST WAY FERNVALE FOLIAGE SINGAPORE 792452
41024,240.0,550148,1.36830364245423,103.873673070603,148 SERANGOON NORTH AVENUE 1 SINGAPORE 550148
41027,540.0,550547,1.37375213159225,103.87064478064,547 SERANGOON NORTH AVENUE 3 SINGAPORE 550547
41028,120.0,550548,1.3729365228676,103.870717075897,548 SERANGOON NORTH AVENUE 3 HDB PUBLIC SHELTERS SINGAPORE 550548
41029,5760.0,550554,1.37197932661805,103.870391655462,554 SERANGOON NORTH AVENUE 3 HDB PUBLIC SHELTERS SINGAPORE 550554
41032,420.0,550536,1.37353762409328,103.875090668469,536 SERANGOON NORTH AVENUE 4 ST. VINCENT DE PAUL KINDERGARTEN SINGAPORE 550536
41043,480.0,750492,1.4564743178621,103.81718135862,492 ADMIRALTY LINK SEMBAWANG GREEN SINGAPORE 750492
41046,300.0,751132,1.44345437411826,103.831294578169,132A CANBERRA CRESCENT EASTLINK I @ CANBERRA SINGAPORE 751132
41056,600.0,752129,1.44487017343162,103.832974164005,129B CANBERRA STREET EASTCROWN @ CANBERRA SINGAPORE 752129
41071,615.0,751463,1.45559843682203,103.814045150572,463A SEMBAWANG DRIVE SEMBAWANG RIVERLODGE SINGAPORE 751463
41073,90.0,750480,1.45209028670548,103.815132332659,480 SEMBAWANG DRIVE KIDSZONE CHILDCARE AND DEVELOPMENT CENTRE SINGAPORE 750480
41074,180.0,750480,1.45209028670548,103.815132332659,480 SEMBAWANG DRIVE KIDSZONE CHILDCARE AND DEVELOPMENT CENTRE SINGAPORE 750480
41076,600.0,751501,1.45176919565749,103.820781714095,501A WELLINGTON CIRCLE MONTREAL SPRING SINGAPORE 751501
41081,1920.0,730002,1.43993828758599,103.776694750398,2 MARSILING DRIVE MARSILING SPRING SINGAPORE 730002
41093,3600.0,730139,1.43775226684572,103.777275768219,139 MARSILING ROAD SINGAPORE 730139
41102,120.0,730616,1.4343227615451,103.795844279939,616 WOODLANDS AVENUE 4 SINGAPORE 730616
41117,2800.0,730744,1.44283428410961,103.795936955398,744 WOODLANDS CIRCLE SINGAPORE 730744
41118,450.0,730749,1.44453455130133,103.794468979411,749 WOODLANDS CIRCLE SINGAPORE 730749
41126,180.0,730511,1.43345295690823,103.788653978912,511 WOODLANDS DRIVE 14 SINGAPORE 730511
41129,45.0,730536,1.43144900977713,103.791899146317,536 WOODLANDS DRIVE 14 WOODLANDS VISTA SINGAPORE 730536
41131,180.0,730542,1.42773187485332,103.793625057871,542 WOODLANDS DRIVE 16 SINGAPORE 730542
41133,540.0,732574,1.42968120982977,103.79721983981,574B WOODLANDS DRIVE 16 WOODLANDS GLEN SINGAPORE 732574
41141,900.0,733886,1.43773146039956,103.794135764157,886C WOODLANDS DRIVE 50 SWEETLANDS CHILDCARE WOODLANDS 886C PTE. LTD. SINGAPORE 733886
41146,150.0,730899,1.43580504809942,103.795253987843,899A WOODLANDS DRIVE 50 SINGAPORE 730899
41149,180.0,730769,1.44729070675124,103.798950715823,769 WOODLANDS DRIVE 60 SINGAPORE 730769
41155,6000.0,731717,1.44053874571164,103.798669114626,717A WOODLANDS DRIVE 70 ADMIRALTY VISTA SINGAPORE 731717
41156,420.0,730672,1.43946846195276,103.799693552384,672 WOODLANDS DRIVE 71 HCA WOODLANDS CENTRE SINGAPORE 730672
41163,420.0,730607,1.43665492960631,103.796231467375,607 WOODLANDS RING ROAD SINGAPORE 730607
41164,150.0,730609,1.43597624869668,103.796213561468,609 WOODLANDS RING ROAD SINGAPORE 730609
41180,360.0,731184,1.43611569878667,103.777087417647,184A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731184
41185,285.0,730406,1.42940389596979,103.772728145323,406 WOODLANDS STREET 41 SINGAPORE 730406
41186,240.0,730406,1.42940389596979,103.772728145323,406 WOODLANDS STREET 41 SINGAPORE 730406
